Latitude,Longitude,Year,Month,Day,Temperature,Temp_MAX,Temp_MIN,Dew,Wind speed,Wind speed_MAX,Wind speed_MIN,Wind direction,Relative humidity,specfic humidity, Surface Pressure,Fire
29.37,79.02,2020,3,4,19.7,27.08,12.72,7.5,2.16,2.91,0.48,123.31,47.94,6.84,95.25,0
29.37,79.02,2020,3,12,19.73,26.18,14.97,13.23,4.73,7.34,3.11,107.0,68.69,10.01,95.38,0
29.76,78.68,2021,3,21,19.76,27.76,12.62,2.56,2.84,5.94,0.97,199.69,33.69,5.25,87.23,0
29.37,79.02,2019,3,14,19.77,28.04,13.42,6.71,2.9,4.44,0.38,165.81,46.25,6.47,95.69,0
29.42,79.09,2021,3,16,19.77,28.37,13.17,1.4,3.65,7.4,1.8,239.19,31.5,4.76,89.26,0
29.76,78.68,2020,4,26,19.78,23.06,16.44,11.82,2.3,3.65,1.57,115.56,61.12,9.95,87.37,0
29.42,79.09,2021,3,9,19.85,28.57,11.98,1.69,2.72,4.74,0.9,169.12,33.19,4.88,89.43,0
29.42,79.09,2021,4,2,19.87,29.12,12.85,-12.61,3.73,7.64,1.26,246.44,10.12,1.46,88.75,0
29.42,79.09,2021,4,3,19.9,29.2,11.81,-13.64,3.6,7.05,1.55,230.94,9.5,1.34,89.01,0
29.51,78.9,2021,2,22,19.92,28.01,13.65,3.77,2.88,5.41,0.68,177.25,36.38,5.25,95.51,1
29.4,78.92,2021,3,1,19.94,28.48,13.43,-2.42,3.88,6.64,2.08,228.19,25.31,3.42,95.38,1
29.42,79.09,2021,3,10,19.94,28.34,12.81,2.41,2.79,5.53,1.23,173.94,33.75,5.19,89.4,1
29.48,79.1,2021,3,10,19.94,28.34,12.81,2.41,2.79,5.53,1.23,173.94,33.75,5.19,89.4,0
29.42,79.09,2021,4,22,19.96,25.63,14.77,9.83,2.25,3.48,1.24,128.94,56.5,8.67,89.29,0
29.76,78.68,2021,4,21,19.96,26.65,14.23,10.12,4.48,7.98,1.12,140.5,56.12,8.97,87.24,0
29.42,79.09,2020,4,20,19.98,25.4,15.11,9.66,2.4,3.15,1.3,150.0,54.12,8.48,89.17,0
29.42,79.09,2021,3,11,20.01,28.23,12.12,2.67,2.55,3.99,0.8,122.38,34.75,5.19,89.5,1
29.37,79.02,2020,3,18,20.01,27.7,14.22,10.37,3.0,4.88,1.8,184.94,56.56,8.3,95.51,0
29.76,78.68,2020,4,29,20.02,24.57,15.4,12.69,2.04,3.59,0.48,197.62,64.0,10.56,87.35,0
29.42,79.09,2020,5,7,20.03,23.98,15.45,12.94,2.77,4.81,1.7,183.56,64.5,10.56,89.05,0
29.76,78.68,2021,3,22,20.04,27.27,13.55,3.65,2.32,4.37,1.06,157.44,36.06,5.68,87.57,0
29.42,79.09,2021,3,24,20.05,28.34,13.92,1.12,3.13,6.4,1.28,233.88,30.19,4.64,89.45,0
29.76,78.68,2019,4,16,20.06,23.45,16.49,10.43,2.55,7.75,0.28,135.0,55.19,9.16,87.41,0
29.42,79.09,2019,4,19,20.08,27.3,12.75,9.16,2.39,3.92,1.52,197.94,52.62,8.18,89.07,0
29.37,79.02,2019,3,11,20.11,28.69,10.97,4.56,2.93,4.15,0.7,127.62,39.81,5.68,95.53,0
29.42,79.09,2021,3,13,20.13,28.43,14.81,3.91,2.62,4.58,1.45,178.0,35.88,5.68,89.57,0
29.37,79.02,2019,3,16,20.18,28.57,12.64,5.77,2.29,3.23,0.55,200.25,41.94,6.04,95.62,0
29.42,79.09,2021,4,1,20.18,29.6,11.69,-12.24,5.65,10.7,2.01,299.75,10.62,1.59,88.32,0
29.76,78.68,2021,4,20,20.18,28.63,13.82,1.94,3.09,8.93,0.91,113.81,35.56,5.31,87.15,0
29.76,78.68,2020,4,19,20.19,25.7,14.58,9.34,2.15,3.58,1.11,132.12,51.69,8.42,87.28,0
29.76,78.68,2020,4,24,20.31,25.1,13.69,11.08,2.29,3.97,0.94,177.56,57.56,9.52,87.08,0
29.42,79.09,2020,4,7,20.32,28.02,14.13,6.94,3.79,7.08,1.77,259.31,45.0,7.02,89.06,0
29.76,78.68,2021,4,18,20.35,27.9,13.32,6.44,3.12,6.89,0.93,199.12,43.5,6.9,87.47,0
29.42,79.09,2020,3,31,20.37,28.18,14.79,8.23,2.58,4.87,0.82,188.12,48.81,7.75,89.22,0
29.76,78.68,2019,3,31,20.37,28.39,13.65,2.94,3.15,5.33,1.19,183.12,34.81,5.49,87.24,0
29.42,79.09,2021,4,23,20.38,28.36,12.62,7.23,2.5,3.59,0.57,116.06,46.62,7.2,89.21,0
29.76,78.68,2020,5,4,20.44,25.26,14.73,13.52,2.02,2.76,1.03,172.56,66.56,11.17,87.38,0
29.42,79.09,2021,3,19,20.47,27.64,14.98,0.21,1.93,2.89,0.37,250.38,26.94,4.33,89.24,1
29.37,79.02,2020,3,19,20.47,27.14,15.34,10.65,2.65,4.02,1.12,183.06,55.44,8.42,95.31,0
29.42,79.09,2019,3,28,20.47,28.24,14.98,6.87,2.18,4.2,0.73,147.88,43.5,6.96,89.34,0
29.42,79.09,2020,4,9,20.49,27.23,13.05,7.36,2.45,4.35,0.41,125.81,44.62,7.2,89.16,0
29.42,79.09,2020,4,23,20.51,26.65,15.36,10.89,2.23,4.44,0.58,121.69,56.5,9.28,89.01,0
29.76,78.68,2021,5,13,20.51,26.05,16.86,12.48,1.93,4.56,0.59,203.0,61.5,10.5,86.93,0
29.76,78.68,2020,4,11,20.51,28.05,13.13,8.43,3.34,6.56,0.96,208.06,48.69,7.93,87.62,0
29.55,79.1,2021,3,26,20.54,29.08,13.26,-0.38,2.59,5.2,0.59,190.38,26.75,4.21,89.12,1
29.42,79.09,2020,4,8,20.55,28.5,14.19,7.54,3.19,5.47,1.99,281.12,46.12,7.32,89.16,0
29.37,79.02,2019,3,18,20.56,28.64,13.12,5.81,2.78,4.0,1.8,173.62,40.88,6.04,95.47,0
29.42,79.09,2020,4,22,20.58,25.24,15.66,9.11,1.26,1.92,0.56,232.19,49.19,8.18,89.02,0
29.76,78.68,2019,4,20,20.58,27.19,14.38,8.94,2.36,4.52,1.05,173.94,49.06,8.24,87.1,0
29.42,79.09,2020,4,28,20.59,26.47,14.31,12.86,2.05,3.49,0.66,195.69,63.75,10.44,89.34,0
29.42,79.09,2021,3,18,20.6,29.67,13.86,0.18,3.37,6.77,1.56,186.56,27.75,4.33,89.26,1
29.76,78.68,2020,4,23,20.62,26.94,15.14,10.69,2.59,5.21,0.86,144.94,55.5,9.28,87.15,0
29.76,78.68,2020,4,17,20.63,25.3,15.2,8.3,1.83,4.45,0.59,116.19,47.19,7.93,87.28,0
29.76,78.68,2020,5,5,20.66,24.96,14.59,12.41,1.94,2.57,0.66,188.75,60.75,10.38,87.26,0
29.76,78.68,2021,3,31,20.66,29.73,12.6,-7.14,5.91,11.16,2.07,286.25,18.19,2.75,86.47,0
29.37,79.02,2019,3,17,20.67,28.4,15.02,5.86,2.33,3.81,0.7,146.88,40.25,6.04,95.51,0
29.42,79.09,2019,4,2,20.67,29.29,12.69,4.21,2.91,4.78,1.93,192.19,37.12,5.8,89.15,0
29.76,78.68,2020,4,18,20.67,26.55,14.83,10.1,2.32,3.67,1.0,143.31,52.94,8.85,87.39,0
29.76,78.68,2019,4,8,20.68,26.94,16.13,7.67,2.27,4.08,0.6,198.19,45.06,7.57,87.22,0
29.37,79.02,2019,3,12,20.72,28.48,15.44,7.48,3.31,4.86,1.55,176.56,45.19,6.77,95.55,0
29.76,78.68,2021,5,19,20.73,26.22,17.28,13.25,1.73,2.74,0.77,126.25,64.31,11.11,87.02,0
29.42,79.09,2020,4,26,20.79,25.99,15.86,12.52,2.31,3.37,1.28,98.5,61.31,10.25,89.2,0
29.44,79.05,2021,3,3,20.8,30.99,12.98,-0.47,3.48,7.38,1.62,181.31,27.0,3.91,95.21,1
29.42,79.09,2021,3,17,20.8,28.87,15.47,0.44,3.72,7.5,1.34,215.44,27.5,4.46,89.18,0
29.76,78.68,2021,4,4,20.8,29.23,11.28,-8.91,3.07,7.17,0.15,165.0,13.44,2.14,87.25,0
29.42,79.09,2020,5,4,20.81,26.02,14.83,14.71,1.88,2.55,1.08,152.94,69.81,11.9,89.19,0
29.76,78.68,2019,3,29,20.83,28.84,14.12,8.52,3.19,6.91,1.12,186.12,48.38,8.0,87.36,0
29.37,79.02,2020,3,26,20.84,26.3,17.14,12.1,3.75,6.5,1.47,308.81,58.75,9.28,95.3,0
29.42,79.09,2021,3,20,20.89,29.32,14.51,1.42,3.24,6.93,1.44,245.94,29.38,4.76,88.99,0
29.76,78.68,2020,5,6,20.89,25.12,15.8,11.78,2.17,3.77,0.62,162.38,57.5,9.95,87.24,0
29.76,78.68,2021,3,27,20.91,28.31,14.83,2.37,2.67,5.62,0.73,197.06,30.94,5.25,87.29,0
29.37,79.02,2020,4,3,20.92,29.5,13.62,6.76,3.23,5.21,2.15,272.31,44.62,6.53,95.27,0
29.37,79.02,2020,3,29,20.94,28.98,13.93,9.96,4.15,7.34,2.52,316.12,53.12,8.06,95.26,0
29.42,79.09,2020,4,10,20.94,28.01,15.08,9.08,2.71,4.55,1.5,213.94,48.56,8.12,89.31,0
29.76,78.68,2020,4,30,20.95,25.99,15.69,13.9,2.0,3.14,0.94,191.44,65.44,11.41,87.35,0
29.76,78.68,2019,4,9,20.95,28.48,12.76,6.87,2.69,5.7,0.53,204.5,43.0,7.14,87.19,0
29.37,79.02,2020,3,30,20.97,28.46,14.83,9.09,3.34,6.02,1.84,262.19,49.75,7.63,95.31,1
29.37,79.02,2019,3,19,21.04,28.62,15.51,6.38,3.2,4.82,1.38,204.31,40.69,6.29,95.17,0
29.42,79.09,2020,5,5,21.04,25.49,14.93,14.33,1.98,2.7,0.7,157.44,66.94,11.6,89.09,0
29.37,79.02,2020,3,28,21.05,28.0,15.49,12.85,2.99,5.26,0.77,312.19,62.31,9.77,95.49,0
29.37,79.02,2020,3,20,21.08,28.04,14.19,10.31,2.41,3.08,1.59,161.88,52.38,8.24,95.26,1
29.76,78.68,2019,3,30,21.08,29.12,14.2,5.85,2.8,4.62,1.09,172.0,41.31,6.71,87.35,0
29.37,79.02,2021,2,23,21.09,29.85,15.25,2.9,3.14,5.62,0.47,192.25,32.62,4.94,95.35,0
29.42,79.09,2021,4,21,21.11,26.65,15.88,11.01,4.16,6.73,1.51,118.12,54.75,9.34,89.13,0
29.42,79.09,2019,4,16,21.12,26.46,17.77,11.15,2.48,6.65,0.84,187.19,54.38,9.4,89.23,0
29.76,78.68,2021,3,28,21.12,28.57,14.14,5.18,3.08,6.24,0.23,180.69,36.88,6.35,87.16,0
29.42,79.09,2020,4,24,21.15,26.73,14.06,11.39,2.33,3.19,1.39,186.75,55.69,9.52,88.9,0
29.76,78.68,2021,4,17,21.17,28.17,14.47,7.58,4.14,7.8,1.11,212.5,44.5,7.51,87.42,0
29.42,79.09,2021,3,21,21.18,29.43,13.95,2.08,2.82,5.64,1.16,188.88,30.06,5.0,89.05,0
29.76,78.68,2019,4,3,21.2,28.93,13.16,4.46,2.76,5.49,0.36,163.0,35.75,6.1,87.29,0
29.42,79.09,2020,5,6,21.21,25.37,16.73,14.63,1.81,2.62,0.34,134.62,67.81,11.78,89.08,0
29.42,79.09,2020,4,29,21.25,25.86,16.84,13.71,1.86,3.56,0.36,201.75,63.06,11.05,89.16,0
29.37,79.02,2019,3,23,21.26,30.98,14.82,3.78,3.75,6.92,2.05,195.38,36.31,5.31,95.32,1
29.42,79.09,2021,5,13,21.26,26.87,16.83,14.26,2.04,4.2,0.23,160.19,66.56,11.54,88.77,0
29.76,78.68,2021,4,9,21.26,30.04,13.87,-6.11,3.16,6.67,1.55,212.62,17.31,2.75,87.3,0
29.76,78.68,2021,4,19,21.27,29.9,13.9,1.8,4.65,9.31,1.16,293.75,31.75,5.07,87.12,0
29.42,79.09,2019,4,1,21.3,29.47,14.58,3.4,2.85,5.02,0.98,158.38,33.44,5.49,89.04,0
29.42,79.09,2021,3,23,21.32,28.98,16.07,2.62,1.91,3.47,0.27,230.75,30.69,5.19,89.5,1
29.76,78.68,2020,5,11,21.4,25.68,15.6,12.89,2.15,3.76,0.48,173.31,60.0,10.68,87.43,0
29.76,78.68,2021,4,8,21.42,29.59,14.99,-1.67,3.13,6.0,1.59,184.06,23.38,3.91,87.26,0
29.42,79.09,2021,5,19,21.44,26.26,18.19,14.46,2.56,4.18,0.22,88.5,66.38,11.66,88.81,0
29.37,79.02,2019,3,22,21.46,29.8,15.07,5.1,3.72,6.45,2.24,244.56,37.94,5.8,95.43,1
29.42,79.09,2019,3,31,21.48,30.75,13.97,3.0,3.7,6.02,2.34,213.44,33.62,5.37,89.04,0
29.42,79.09,2021,3,22,21.52,29.73,13.98,2.25,2.85,5.0,1.83,183.19,30.44,5.0,89.4,1
29.37,79.02,2020,3,23,21.52,28.7,14.8,10.32,2.4,2.88,1.73,167.69,50.88,8.24,95.37,0
29.76,78.68,2021,4,6,21.58,28.15,15.12,3.01,2.98,5.22,1.01,122.31,30.81,5.49,87.37,0
29.37,79.02,2020,3,21,21.63,28.62,15.78,11.16,2.3,2.79,1.09,152.88,53.62,8.73,95.27,1
29.37,79.02,2021,2,28,21.63,30.07,15.67,4.03,3.36,5.03,2.6,233.94,34.25,5.37,95.09,1
29.76,78.68,2021,4,10,21.67,29.9,14.93,-5.92,3.07,6.17,0.8,228.44,16.25,2.75,87.44,0
29.37,79.02,2021,3,6,21.68,31.38,13.54,-1.24,3.27,5.74,2.02,220.81,24.81,3.72,95.13,1
29.42,79.09,2021,4,24,21.69,29.54,15.44,5.92,2.51,4.08,0.56,194.25,39.75,6.59,89.09,0
29.76,78.68,2019,4,7,21.69,28.81,15.92,9.03,3.01,5.3,0.89,190.06,46.94,8.3,87.19,0
29.37,79.02,2020,3,22,21.71,27.85,16.78,10.76,2.3,4.0,1.1,193.31,51.5,8.48,95.41,0
29.76,78.68,2020,5,31,21.76,27.34,17.48,14.81,3.12,5.26,1.2,131.62,67.69,12.21,87.24,0
29.42,79.09,2019,4,20,21.8,28.99,14.9,9.1,2.36,4.39,0.91,185.69,46.69,8.18,88.9,0
29.51,78.9,2021,2,24,21.81,31.28,15.26,0.9,3.82,6.75,1.85,196.69,27.56,4.27,95.22,1
29.37,79.02,2019,3,25,21.82,27.92,17.48,9.98,2.31,3.21,0.04,132.69,48.69,8.06,95.37,0
29.42,79.09,2019,4,8,21.83,28.76,16.61,8.8,2.34,4.17,0.76,218.69,45.81,8.0,89.04,0
29.42,79.09,2020,4,11,21.83,29.8,14.62,9.28,3.7,6.65,1.16,216.19,47.94,8.18,89.43,0
29.42,79.09,2020,4,19,21.87,28.8,15.69,10.12,2.42,3.52,1.09,122.75,50.12,8.73,89.1,0
29.76,78.68,2020,5,30,21.87,26.08,17.88,14.49,2.23,4.27,0.46,155.94,64.12,11.9,87.22,0
29.76,78.68,2021,3,29,21.87,29.62,14.73,4.46,3.2,6.52,1.23,171.94,34.88,6.04,87.08,0
29.76,78.68,2020,4,25,21.9,27.12,16.46,9.98,2.16,3.66,1.2,161.81,48.69,8.85,87.15,0
29.59,79.07,2021,4,4,21.92,30.47,11.92,-10.45,3.15,6.41,1.22,211.94,11.0,1.83,89.06,1
29.76,78.68,2021,5,21,21.93,27.73,16.82,11.67,2.0,3.95,0.53,179.38,54.81,9.89,87.06,0
29.76,78.68,2020,5,3,21.94,27.63,17.62,14.37,2.09,4.09,0.24,160.56,63.94,11.84,87.26,0
29.42,79.09,2019,4,9,21.98,30.42,13.29,7.12,2.91,5.67,1.09,205.38,42.0,7.14,88.99,0
29.76,78.68,2019,4,4,21.98,28.82,16.06,7.7,2.84,5.28,0.52,173.12,41.81,7.57,87.41,0
29.76,78.68,2019,4,21,21.99,28.83,14.87,8.67,2.84,4.96,0.55,200.62,45.31,8.12,87.0,0
29.76,78.68,2020,5,12,22.01,27.37,15.68,12.51,2.72,4.62,1.21,227.5,56.88,10.44,87.32,0
29.37,79.02,2021,3,4,22.05,31.08,15.85,-1.88,3.87,7.3,1.69,213.25,22.38,3.48,95.29,0
29.76,78.68,2021,4,25,22.05,30.41,12.99,2.76,2.51,4.78,0.71,168.31,31.81,5.43,87.31,0
29.76,78.68,2021,5,14,22.06,28.44,15.65,11.08,2.34,5.06,0.23,202.31,52.75,9.52,86.92,0
29.37,79.02,2019,3,26,22.07,30.26,15.43,8.47,3.46,5.89,1.78,219.88,45.19,7.26,95.42,0
29.42,79.09,2020,5,3,22.07,26.48,16.83,15.99,1.98,2.98,1.23,142.5,69.75,12.94,89.07,0
29.76,78.68,2020,5,1,22.13,26.39,18.06,14.68,2.17,4.62,0.69,210.25,63.56,12.02,87.21,0
29.42,79.09,2020,4,30,22.16,26.9,16.93,14.58,1.54,2.38,0.44,182.69,63.19,11.66,89.17,0
29.76,78.68,2021,4,5,22.19,30.48,15.57,0.08,3.37,7.09,1.41,138.0,24.62,4.52,87.35,0
29.76,78.68,2019,4,5,22.2,29.81,15.05,9.38,3.11,6.05,1.37,198.62,46.69,8.48,87.35,0
29.76,78.68,2020,5,13,22.23,28.08,16.81,12.73,2.02,4.43,0.12,196.69,56.44,10.62,87.19,0
29.55,79.1,2021,3,27,22.25,30.15,15.94,1.39,2.73,5.41,0.8,189.75,26.75,4.76,89.1,1
29.42,79.09,2021,3,31,22.25,31.18,14.4,-7.56,5.88,10.66,2.62,291.75,16.19,2.62,88.26,0
29.42,79.09,2019,3,29,22.26,30.44,15.54,9.01,3.26,6.36,0.87,186.44,45.81,8.12,89.16,0
29.42,79.09,2020,5,11,22.27,26.61,16.44,14.3,1.84,2.71,0.6,182.88,62.31,11.47,89.25,0
29.76,78.68,2021,3,30,22.27,30.84,15.48,-0.66,3.23,5.81,1.17,178.56,24.25,4.21,86.6,0
29.76,78.68,2020,4,12,22.29,28.98,16.3,10.59,2.6,5.29,0.46,189.94,49.06,9.34,87.39,0
29.76,78.68,2020,5,2,22.3,27.95,17.33,15.07,2.73,4.95,1.19,190.94,65.31,12.33,87.19,0
29.37,79.02,2019,3,20,22.31,30.35,14.33,7.01,2.61,3.71,0.55,108.12,40.38,6.65,95.19,0
29.37,79.02,2020,3,27,22.32,29.61,17.69,12.18,1.88,4.16,0.09,234.31,54.69,9.4,95.44,0
29.76,78.68,2021,4,7,22.32,30.26,16.18,1.52,3.12,5.88,0.4,186.5,26.81,4.88,87.4,0
29.4,78.92,2021,3,5,22.35,30.74,15.31,-1.62,5.49,8.3,3.09,278.94,21.81,3.54,95.11,1
29.37,79.02,2021,5,20,22.35,24.75,19.9,18.91,2.77,5.57,1.3,130.06,81.12,14.53,94.44,0
29.42,79.09,2021,4,20,22.38,31.69,15.71,1.55,3.28,6.56,0.64,226.88,29.69,5.07,88.94,0
29.76,78.68,2020,5,8,22.39,29.04,14.29,9.64,2.8,4.96,1.11,211.94,46.5,8.67,87.12,0
29.42,79.09,2020,5,1,22.44,26.08,18.54,15.57,1.62,3.29,0.17,186.62,65.94,12.45,89.03,0
29.37,79.02,2019,3,24,22.47,31.55,15.08,6.53,4.53,8.0,2.43,250.94,38.69,6.41,95.26,0
29.42,79.09,2019,4,3,22.51,30.52,14.42,4.31,2.63,5.15,0.77,155.25,33.38,5.92,89.1,0
29.37,79.02,2020,4,4,22.52,30.65,16.26,6.83,3.3,5.32,1.76,203.12,39.38,6.53,95.29,0
29.37,79.02,2021,2,27,22.52,30.1,16.98,7.92,3.38,5.93,2.29,213.06,41.19,7.02,94.86,0
29.37,79.02,2021,3,25,22.53,31.12,15.13,1.68,4.23,7.99,1.66,278.06,27.88,4.58,95.3,1
29.44,79.05,2021,3,12,22.53,31.6,16.88,2.88,2.45,5.66,0.55,177.44,29.62,4.94,95.76,1
29.37,79.02,2021,3,12,22.53,31.6,16.88,2.88,2.45,5.66,0.55,177.44,29.62,4.94,95.76,0
29.42,79.09,2021,5,21,22.53,28.69,16.56,13.75,2.04,3.48,0.69,196.44,62.12,11.23,88.83,0
29.55,79.1,2021,3,28,22.55,29.73,15.18,4.24,2.68,5.8,0.28,165.75,31.56,5.8,88.98,1
29.37,79.02,2021,2,25,22.55,31.85,15.15,1.75,4.28,7.31,2.13,202.0,27.75,4.58,95.05,0
29.37,79.02,2021,2,26,22.57,31.59,15.96,3.91,4.17,7.78,1.76,217.81,32.12,5.31,94.84,1
29.42,79.09,2019,3,30,22.58,31.41,15.06,5.88,3.35,5.96,1.91,183.38,39.31,6.65,89.14,0
29.37,79.02,2019,4,17,22.59,27.48,18.47,13.26,3.41,6.96,0.38,132.12,57.25,10.01,95.39,0
29.76,78.68,2019,4,6,22.59,29.55,15.15,9.91,3.02,6.12,1.12,194.31,47.0,8.79,87.29,0
29.42,79.09,2021,4,18,22.62,29.94,15.62,5.75,3.5,7.26,0.59,209.31,36.38,6.47,89.28,0
29.37,79.02,2020,4,2,22.65,30.41,16.0,9.46,3.73,6.78,1.62,269.69,46.25,7.81,95.09,0
29.76,78.68,2021,5,8,22.65,27.33,16.86,10.51,1.66,3.05,0.19,169.06,48.12,9.16,87.31,0
29.76,78.68,2021,5,9,22.66,28.63,16.05,11.01,3.06,5.65,1.28,199.44,50.56,9.46,87.14,0
29.37,79.02,2019,3,21,22.67,30.23,16.34,6.88,3.15,4.3,1.41,205.56,38.81,6.53,95.36,0
29.42,79.09,2020,5,31,22.68,28.01,18.11,16.0,3.07,5.12,1.12,110.38,68.44,12.88,89.07,0
29.76,78.68,2021,5,10,22.69,27.29,19.84,11.41,2.23,3.79,0.16,267.44,50.25,9.7,87.06,0
29.76,78.68,2020,4,16,22.69,29.49,15.96,8.61,2.9,5.14,0.32,197.5,43.56,8.06,87.23,0
29.76,78.68,2019,4,10,22.74,30.85,14.34,8.5,3.29,6.58,1.63,206.12,42.69,8.0,87.33,0
29.42,79.09,2020,4,18,22.75,29.48,17.15,10.4,2.37,3.7,0.66,164.12,48.0,8.85,89.19,0
29.42,79.09,2020,4,17,22.75,28.42,18.04,9.35,2.28,3.55,0.68,174.19,44.75,8.3,89.07,0
29.42,79.09,2021,4,19,22.78,31.54,14.31,2.19,4.95,8.72,2.17,297.38,30.31,5.13,88.93,0
29.42,79.09,2021,4,9,22.86,31.92,15.15,-7.75,3.03,6.1,1.88,193.5,13.5,2.32,89.13,0
29.37,79.02,2020,3,24,22.87,29.75,17.86,11.68,2.86,4.73,1.36,173.0,51.38,9.09,95.23,0
29.42,79.09,2019,4,4,22.88,29.98,15.84,6.83,2.48,4.19,0.66,166.88,37.75,6.96,89.24,0
29.42,79.09,2019,4,7,22.9,29.78,17.15,9.87,2.77,4.18,1.88,177.38,46.0,8.61,89.03,0
29.76,78.68,2021,5,7,22.9,29.23,16.99,9.87,2.49,4.35,0.72,176.31,46.06,8.79,87.45,0
29.49,78.82,2021,3,26,22.92,31.87,15.0,2.38,2.87,5.5,0.79,206.25,27.56,4.76,95.19,1
29.42,79.09,2020,4,25,22.92,28.96,17.58,10.49,1.93,3.22,0.84,132.5,47.88,9.03,88.99,0
29.42,79.09,2020,5,12,22.92,28.55,17.21,13.76,2.83,4.59,1.16,230.56,58.38,11.11,89.11,0
29.59,78.64,2021,3,26,22.92,31.87,15.0,2.38,2.87,5.5,0.79,206.25,27.56,4.76,95.19,0
29.76,78.68,2021,4,11,22.96,31.34,15.69,-4.26,3.35,7.35,0.7,201.06,17.31,3.17,87.47,0
29.76,78.68,2020,4,15,23.0,29.87,17.36,11.15,2.37,4.12,0.49,202.75,49.75,9.52,87.43,0
29.37,79.02,2019,3,27,23.01,32.19,14.99,6.7,2.84,4.77,0.89,187.06,38.19,6.47,95.48,0
29.76,78.68,2021,5,11,23.01,28.8,16.19,10.95,2.93,4.88,0.2,183.44,49.31,9.46,86.98,0
29.42,79.09,2020,5,13,23.02,28.61,17.66,13.94,2.4,3.84,1.51,250.25,58.25,11.23,88.99,0
29.37,79.02,2020,3,25,23.03,30.41,17.23,11.51,3.98,6.92,2.08,301.44,50.75,8.91,95.23,0
29.42,79.09,2021,4,10,23.07,31.64,16.26,-6.86,3.3,6.17,0.71,258.69,13.69,2.5,89.28,0
29.76,78.68,2021,5,22,23.09,29.49,16.5,10.37,2.35,4.59,0.37,170.0,47.31,9.09,87.02,0
29.37,79.02,2021,3,14,23.1,31.37,17.37,2.42,3.46,5.98,1.73,234.25,28.31,4.82,95.36,0
29.42,79.09,2021,5,14,23.11,29.87,16.59,12.33,2.38,5.23,0.31,203.31,54.19,10.13,88.73,0
29.76,78.68,2019,4,22,23.13,29.85,16.3,8.69,2.45,5.12,0.39,184.25,41.81,8.12,87.04,0
29.37,79.02,2019,4,18,23.14,28.98,17.2,12.61,2.34,3.91,1.36,131.12,56.06,9.7,95.36,0
29.76,78.68,2020,5,9,23.15,29.97,15.88,11.8,2.72,4.92,0.86,194.12,51.0,10.01,87.25,0
29.42,79.09,2021,4,8,23.19,31.58,16.4,-2.97,3.17,6.01,1.59,191.38,18.94,3.48,89.1,0
29.42,79.09,2021,4,17,23.19,30.05,16.65,7.07,3.63,6.64,1.61,212.56,37.19,7.08,89.26,0
29.42,79.09,2019,4,21,23.19,30.13,15.77,8.8,2.75,4.48,1.32,200.31,42.56,8.0,88.82,0
29.37,79.02,2020,3,31,23.21,32.32,15.74,10.28,3.35,5.17,1.45,203.25,48.06,8.3,95.21,0
29.42,79.09,2020,5,30,23.21,27.89,17.8,15.12,1.92,3.41,0.62,137.19,62.19,12.08,89.03,0
29.76,78.68,2021,4,12,23.21,30.99,17.31,0.94,4.16,9.48,0.53,217.38,23.88,4.7,87.51,0
29.59,79.07,2021,3,29,23.22,31.5,15.9,3.66,3.44,7.18,1.16,182.38,30.31,5.62,88.87,1
29.76,78.68,2020,4,14,23.22,29.47,17.88,12.63,2.24,3.84,1.34,167.69,53.44,10.5,87.42,0
29.42,79.09,2020,5,2,23.23,28.65,17.56,15.8,2.31,3.94,1.34,196.25,64.56,12.63,89.0,0
29.76,78.68,2019,4,11,23.23,30.7,16.05,6.27,2.97,5.65,0.7,185.19,36.56,6.9,87.31,0
29.76,78.68,2019,4,13,23.26,30.9,15.96,9.19,3.27,6.08,0.82,177.19,44.44,8.36,87.34,0
29.42,79.09,2020,5,29,23.28,28.22,18.4,15.76,2.31,2.88,1.37,121.5,64.38,12.7,88.91,0
29.76,78.68,2021,5,23,23.29,30.75,16.89,10.57,2.43,5.23,0.04,190.0,47.38,9.22,87.05,0
29.37,79.02,2021,3,15,23.3,32.03,16.16,2.71,3.59,6.16,2.26,204.56,27.62,4.88,95.27,0
29.37,79.02,2021,3,8,23.31,31.19,17.62,4.03,3.73,5.97,1.7,78.62,31.06,5.43,95.34,0
29.42,79.09,2021,4,25,23.31,32.71,14.55,4.38,2.68,5.02,0.74,170.12,33.69,5.92,89.1,0
29.76,78.68,2021,5,6,23.36,28.48,18.11,10.42,2.27,4.33,0.63,198.56,45.38,9.09,87.3,0
29.76,78.68,2020,5,29,23.37,29.42,16.95,13.8,2.66,4.03,1.15,149.25,57.44,11.41,87.07,0
29.42,79.09,2020,4,12,23.41,30.69,16.69,11.24,2.74,4.65,1.14,235.38,48.44,9.46,89.18,0
29.76,78.68,2019,5,4,23.42,31.65,15.37,1.76,3.27,6.52,0.95,190.0,28.44,5.13,87.2,0
29.37,79.02,2021,3,7,23.44,32.03,16.58,-0.53,2.63,3.55,0.84,105.94,22.12,3.91,95.19,0
29.42,79.09,2020,5,8,23.46,29.49,17.14,10.98,2.62,4.99,0.58,287.94,46.94,9.28,88.94,0
29.37,79.02,2020,4,5,23.47,31.51,16.69,7.88,3.17,5.08,1.82,167.44,39.81,7.02,95.37,0
29.76,78.68,2020,5,14,23.48,29.94,17.55,13.27,2.69,5.26,0.57,203.5,54.69,10.99,87.21,0
