Latitude,Longitude,Year,Month,Day,Temperature,Temp_MAX,Temp_MIN,Dew,Wind speed,Wind speed_MAX,Wind speed_MIN,Wind direction,Relative humidity,specfic humidity, Surface Pressure,Fire
29.76,78.68,2019,3,18,15.1,22.53,7.38,4.38,2.76,5.0,0.52,149.62,51.75,5.98,87.54,0
29.4,78.92,2021,1,23,15.12,22.12,11.23,-1.55,2.27,3.08,0.71,109.75,33.5,3.6,95.35,1
29.42,79.09,2021,2,18,15.12,23.16,8.65,-0.37,1.98,3.47,0.67,128.62,36.75,4.15,89.6,0
29.42,79.09,2020,2,14,15.13,23.5,8.87,6.3,3.33,5.86,1.87,253.62,58.69,6.71,89.12,0
29.42,79.09,2021,2,10,15.14,22.76,8.98,0.18,2.41,5.02,0.67,143.81,38.69,4.33,89.31,1
29.42,79.09,2020,3,12,15.21,21.41,9.84,10.59,3.88,6.41,2.39,98.44,76.75,8.97,89.43,0
29.42,79.09,2021,2,9,15.23,23.98,8.49,0.4,2.06,4.88,0.42,176.88,39.0,4.46,89.34,1
29.76,78.68,2020,3,20,15.24,20.8,9.56,6.75,2.06,3.06,0.88,158.69,58.44,7.14,87.39,0
29.42,79.09,2021,2,13,15.31,23.19,10.85,1.37,2.03,3.98,1.03,151.38,41.06,4.76,89.41,0
29.37,79.02,2021,2,4,15.34,22.44,11.01,5.41,3.76,5.29,2.16,98.31,54.12,5.98,95.71,0
29.76,78.68,2021,3,2,15.51,24.18,8.18,-2.82,2.74,6.72,0.47,187.0,30.75,3.6,87.42,0
29.76,78.68,2019,3,16,15.52,23.05,8.66,2.95,2.07,4.01,0.59,140.38,45.31,5.49,87.67,0
29.37,79.02,2020,2,15,15.6,24.82,8.87,5.23,2.84,3.97,2.19,252.62,54.62,5.86,95.29,0
29.76,78.68,2020,2,13,15.6,23.85,9.68,5.71,2.92,6.85,0.48,203.5,54.56,6.71,87.63,0
29.42,79.09,2019,3,15,15.61,23.4,9.62,5.33,2.25,3.17,0.68,159.75,55.0,6.29,89.64,0
29.76,78.68,2019,3,25,15.65,20.21,11.97,8.44,1.87,2.61,0.37,132.31,64.06,7.93,87.55,0
29.42,79.09,2020,2,29,15.67,22.81,11.12,9.45,1.77,2.83,0.45,141.56,69.06,8.36,89.41,0
29.42,79.09,2021,2,21,15.71,24.05,10.35,2.87,2.46,4.7,1.03,206.06,44.62,5.25,89.54,0
29.37,79.02,2021,1,10,15.72,24.05,10.5,5.22,3.02,4.29,2.55,318.0,53.31,5.98,95.43,0
29.37,79.02,2019,3,2,15.73,23.37,10.8,3.48,2.62,4.4,0.94,122.81,48.38,5.25,95.63,0
29.76,78.68,2020,3,22,15.73,20.41,11.57,8.07,1.77,3.61,0.26,199.56,61.38,7.69,87.52,0
29.42,79.09,2020,3,18,15.8,23.24,9.54,7.46,2.63,4.32,1.8,185.94,59.88,7.32,89.45,0
29.76,78.68,2019,3,19,15.8,22.19,11.31,5.1,2.54,4.77,0.92,182.75,50.56,6.29,87.3,0
29.76,78.68,2020,3,21,15.81,21.43,11.42,7.99,2.12,3.37,0.88,137.75,61.31,7.75,87.42,0
29.76,78.68,2019,3,17,15.85,22.56,10.19,4.05,2.02,4.27,0.46,137.44,47.38,5.86,87.59,0
29.55,79.1,2020,2,13,15.89,25.28,9.29,6.39,3.27,6.25,1.74,247.75,56.38,6.84,89.42,1
29.37,79.02,2021,2,8,15.91,24.95,10.29,1.26,2.51,3.8,1.1,172.56,39.69,4.39,95.69,0
29.76,78.68,2021,3,8,15.95,23.1,10.8,5.89,3.97,6.54,1.49,79.38,53.62,6.65,87.64,0
29.42,79.09,2019,3,11,15.98,24.3,7.48,2.25,2.36,3.11,0.88,139.38,42.88,5.07,89.55,0
29.76,78.68,2019,3,22,15.98,23.28,10.56,3.33,2.59,5.49,0.74,180.5,45.62,5.55,87.56,0
29.42,79.09,2021,3,1,15.99,25.06,10.07,-4.83,3.27,6.35,1.68,219.38,27.5,3.05,89.34,1
29.76,78.68,2020,3,28,16.0,21.58,12.08,10.0,2.04,4.66,0.08,227.38,69.56,8.79,87.63,0
29.37,79.02,2021,1,7,16.05,24.63,11.36,6.69,2.14,2.98,0.16,263.75,58.06,6.59,95.4,0
29.4,78.92,2019,2,12,16.08,23.83,11.98,4.1,1.93,2.7,0.69,113.0,46.81,5.37,96.07,1
29.76,78.68,2019,3,21,16.08,23.23,9.76,5.12,2.52,3.87,0.62,208.06,51.5,6.35,87.55,0
29.4,78.92,2021,2,2,16.12,24.25,10.6,-1.39,2.44,3.69,1.1,152.0,32.12,3.66,95.71,1
29.37,79.02,2020,2,22,16.14,22.52,10.37,8.67,1.97,2.9,1.2,135.75,62.75,7.32,96.13,0
29.76,78.68,2021,2,28,16.15,23.89,11.08,1.83,2.59,4.96,1.23,190.75,41.5,5.07,87.32,0
29.37,79.02,2020,3,6,16.16,20.21,12.3,10.98,5.28,8.51,3.17,93.75,72.12,8.67,95.15,0
29.42,79.09,2020,3,19,16.16,22.28,11.1,7.93,2.35,3.98,0.95,174.75,59.81,7.51,89.26,0
29.37,79.02,2019,3,6,16.19,23.83,10.65,6.37,2.84,4.84,1.59,288.38,54.69,6.29,95.19,0
29.37,79.02,2020,2,27,16.2,20.95,11.93,10.38,1.84,2.77,0.59,124.25,69.94,8.24,95.68,0
29.37,79.02,2021,1,6,16.24,20.53,12.33,10.47,1.84,2.99,0.18,122.44,69.5,8.3,95.55,0
29.4,78.92,2021,1,19,16.29,24.03,10.33,2.88,2.8,4.66,1.88,321.25,42.12,4.94,95.34,1
29.37,79.02,2020,3,15,16.3,21.85,11.26,8.83,2.3,3.13,1.18,181.69,63.44,7.39,95.71,0
29.37,79.02,2020,2,16,16.31,25.3,9.53,2.44,2.62,3.06,1.88,156.25,42.12,4.76,95.64,0
29.37,79.02,2021,1,8,16.31,24.12,11.34,4.36,2.01,2.37,1.65,203.94,48.81,5.62,95.42,0
29.37,79.02,2019,3,5,16.31,23.4,11.65,7.35,3.04,5.08,1.53,316.31,59.19,6.77,95.08,0
29.42,79.09,2019,3,13,16.32,21.39,12.87,5.14,1.52,2.88,0.51,180.12,48.56,6.16,89.58,0
29.76,78.68,2019,3,20,16.32,23.57,9.55,5.51,2.41,3.98,0.12,127.0,51.94,6.53,87.4,0
29.42,79.09,2019,3,12,16.35,24.25,9.54,5.95,2.66,3.47,1.56,153.06,53.38,6.53,89.54,0
29.42,79.09,2019,3,18,16.37,24.18,8.41,4.55,2.66,4.41,1.27,152.44,48.44,5.92,89.39,0
29.76,78.68,2020,3,29,16.37,22.84,11.18,7.44,2.82,6.18,1.01,222.38,57.56,7.45,87.41,0
29.76,78.68,2020,3,23,16.37,22.5,11.22,8.18,2.16,4.19,0.65,177.75,59.75,7.81,87.47,0
29.76,78.68,2019,3,23,16.39,24.8,9.8,1.24,2.63,5.44,0.68,176.25,39.31,4.82,87.45,0
29.42,79.09,2019,3,14,16.4,23.98,9.64,5.58,2.42,3.58,1.23,150.0,51.81,6.41,89.67,0
29.37,79.02,2020,2,17,16.43,25.43,10.8,0.01,3.19,5.03,1.73,199.88,35.88,4.03,95.73,0
29.76,78.68,2021,2,22,16.44,24.46,10.84,1.84,2.41,5.95,0.3,188.12,39.62,5.0,87.64,0
29.76,78.68,2020,3,26,16.46,20.58,14.01,8.56,2.17,4.45,0.34,248.62,61.0,8.12,87.48,0
29.42,79.09,2020,3,20,16.48,22.67,10.26,7.98,2.2,3.15,1.08,160.12,59.19,7.57,89.24,0
29.76,78.68,2020,3,30,16.49,23.26,10.73,6.51,2.38,5.64,0.45,186.12,54.31,7.02,87.43,0
29.76,78.68,2020,3,27,16.49,21.52,12.69,9.39,2.51,4.16,1.35,110.69,65.06,8.48,87.67,0
29.37,79.02,2021,1,3,16.51,22.81,13.96,10.55,2.48,5.27,1.09,85.94,69.12,8.48,95.54,0
29.76,78.68,2019,3,26,16.54,23.82,10.64,7.08,2.7,5.66,0.32,196.12,57.0,7.2,87.48,0
29.37,79.02,2021,1,2,16.58,24.3,11.8,1.04,2.02,5.34,0.48,125.94,36.5,4.52,95.67,0
29.76,78.68,2020,4,3,16.59,23.58,11.34,4.48,2.13,4.66,0.66,213.5,47.06,6.04,87.38,0
29.37,79.02,2020,2,26,16.61,22.93,10.99,10.48,1.83,2.76,0.41,165.56,70.5,8.3,95.65,0
29.76,78.68,2021,3,5,16.65,24.97,10.96,-3.12,4.24,8.13,1.14,266.81,28.12,3.48,87.24,0
29.76,78.68,2021,4,23,16.66,22.92,11.35,7.37,2.65,4.5,0.98,97.62,56.75,7.39,87.42,0
29.42,79.09,2021,3,2,16.68,25.85,9.58,-3.36,2.9,5.82,0.89,226.25,28.25,3.36,89.25,0
29.37,79.02,2020,3,8,16.69,24.69,10.4,8.79,2.75,3.98,0.8,213.38,62.62,7.45,95.64,0
29.76,78.68,2021,3,4,16.69,24.67,11.07,-3.08,3.16,6.7,0.95,188.5,28.31,3.48,87.46,0
29.76,78.68,2019,4,17,16.71,21.1,13.57,11.13,2.95,6.34,0.78,135.25,71.56,9.52,87.52,0
29.76,78.68,2019,4,18,16.73,21.69,12.24,9.69,2.23,4.76,0.48,101.0,66.25,8.61,87.48,0
29.37,79.02,2020,2,18,16.79,25.24,10.72,0.83,2.78,5.07,1.19,161.31,36.12,4.27,95.5,0
29.37,79.02,2020,2,19,16.81,24.5,10.21,2.4,3.38,4.46,2.64,102.25,40.44,4.76,95.59,0
29.42,79.09,2019,3,16,16.81,24.92,8.99,3.59,2.3,3.82,0.66,123.31,44.19,5.62,89.51,0
29.76,78.68,2020,4,2,16.83,23.54,12.09,7.01,2.86,5.91,0.94,202.56,54.62,7.2,87.28,0
29.37,79.02,2020,2,23,16.9,22.81,12.8,10.13,2.12,3.04,1.33,52.69,65.69,8.12,95.91,0
29.37,79.02,2020,3,11,16.9,22.75,12.77,10.46,3.87,6.45,1.53,113.38,67.25,8.36,95.21,0
29.37,79.02,2020,2,25,16.94,21.55,12.29,10.44,1.71,2.45,0.66,144.31,66.88,8.3,95.51,0
29.42,79.09,2019,3,19,16.94,24.35,11.49,4.88,2.86,4.86,1.55,189.81,47.12,6.1,89.13,0
29.76,78.68,2021,3,12,16.95,24.83,11.9,2.28,2.15,4.41,0.36,160.75,39.0,5.13,87.92,0
29.37,79.02,2021,2,3,16.97,25.3,10.3,0.3,2.34,3.22,0.7,112.94,34.5,4.09,95.7,1
29.37,79.02,2019,3,3,16.97,24.31,10.78,8.1,2.9,4.32,1.88,151.38,58.38,7.08,95.35,0
29.76,78.68,2021,3,7,17.04,24.54,11.44,2.27,2.46,4.21,0.86,106.88,39.25,5.19,87.46,0
29.37,79.02,2019,3,7,17.05,24.48,12.09,5.38,2.8,5.17,1.52,181.88,48.31,5.86,95.26,0
29.37,79.02,2020,2,14,17.08,25.76,10.52,8.4,4.0,6.87,2.23,287.19,60.31,7.26,95.2,1
29.37,79.02,2021,2,9,17.1,25.05,10.44,2.98,2.38,4.09,1.0,145.5,40.94,5.0,95.42,1
29.76,78.68,2021,2,23,17.11,25.28,11.3,1.42,2.88,6.9,0.46,187.56,37.56,4.88,87.53,0
29.37,79.02,2019,3,4,17.12,24.28,11.44,7.98,2.84,4.34,1.41,208.06,57.88,7.08,94.99,0
29.42,79.09,2019,3,22,17.14,25.48,10.84,3.66,3.02,5.56,2.02,262.94,44.5,5.55,89.38,0
29.42,79.09,2019,3,25,17.17,23.15,12.81,8.73,2.2,3.25,1.35,148.62,59.62,7.87,89.4,0
29.76,78.68,2021,2,27,17.19,24.01,11.9,6.46,2.86,5.75,1.46,198.25,51.38,6.96,87.14,0
29.37,79.02,2020,2,28,17.21,24.33,11.59,10.47,2.68,3.12,2.18,113.88,67.38,8.3,95.57,0
29.42,79.09,2020,3,21,17.21,23.57,11.89,8.87,2.12,3.11,1.41,139.62,59.88,8.06,89.26,0
29.42,79.09,2020,3,22,17.23,22.23,12.46,8.94,1.88,3.58,0.43,217.81,59.38,8.0,89.37,0
29.76,78.68,2021,3,3,17.23,25.89,10.97,-2.16,3.08,8.12,0.52,182.31,28.94,3.72,87.38,0
29.37,79.02,2020,3,9,17.28,25.51,10.24,6.97,3.02,4.52,2.0,301.44,54.94,6.59,95.3,0
29.76,78.68,2021,3,6,17.3,25.49,10.69,-2.52,2.62,5.88,0.16,194.31,27.75,3.66,87.27,0
29.42,79.09,2019,3,17,17.33,23.64,11.07,4.26,2.25,4.12,0.75,123.81,43.62,5.8,89.46,0
29.37,79.02,2021,1,5,17.36,23.43,13.67,9.07,3.09,4.5,2.09,60.81,59.19,7.57,95.61,0
29.42,79.09,2021,2,22,17.37,26.65,11.15,2.12,2.62,5.86,0.51,202.94,38.69,5.0,89.45,1
29.42,79.09,2020,3,23,17.4,23.89,11.45,9.0,1.98,3.05,1.06,178.31,59.31,8.06,89.3,0
29.42,79.09,2021,2,28,17.42,26.15,11.37,1.83,3.38,5.77,2.32,279.56,39.12,4.94,89.13,1
29.71,78.78,2021,2,11,17.47,26.65,10.95,1.62,2.66,3.3,1.17,171.5,37.38,4.52,95.41,1
29.42,79.09,2020,4,3,17.48,25.76,10.45,4.96,2.56,4.57,0.8,246.94,47.75,6.16,89.2,0
29.76,78.68,2021,2,24,17.48,25.83,11.8,-0.74,3.13,7.27,0.78,170.69,31.62,4.15,87.42,0
29.42,79.09,2020,3,26,17.51,24.03,13.68,9.73,3.34,5.87,1.72,314.19,62.38,8.48,89.27,0
29.76,78.68,2021,2,25,17.51,26.45,10.62,-0.5,3.62,7.89,0.59,192.0,32.56,4.33,87.26,0
29.76,78.68,2020,3,25,17.51,23.51,13.19,9.52,2.75,5.43,0.55,260.06,60.88,8.54,87.43,0
29.37,79.02,2020,3,14,17.54,23.76,11.08,9.37,2.38,3.26,0.55,109.75,62.38,7.75,95.6,0
29.76,78.68,2020,4,4,17.54,24.13,11.8,4.87,2.38,4.53,0.38,168.38,45.12,6.23,87.45,0
29.76,78.68,2019,3,24,17.57,25.36,12.31,4.94,3.08,6.96,1.01,195.0,46.0,6.35,87.45,0
29.37,79.02,2021,1,9,17.58,25.71,13.22,5.57,2.5,3.82,1.66,191.75,47.94,6.16,95.47,0
29.42,79.09,2020,3,29,17.62,25.15,12.05,8.17,3.36,6.23,1.89,306.38,57.0,7.63,89.22,0
29.76,78.68,2020,4,1,17.63,24.06,11.29,8.34,2.94,4.01,1.94,218.94,57.25,7.87,87.42,0
29.37,79.02,2021,2,14,17.65,24.95,13.19,3.06,2.27,3.1,1.09,149.81,39.88,5.0,95.5,0
29.42,79.09,2019,3,23,17.66,27.19,9.98,1.76,3.15,5.63,2.0,215.25,38.94,4.88,89.26,0
29.76,78.68,2021,3,25,17.69,25.43,11.37,-0.52,3.41,7.78,0.3,235.38,31.56,4.21,87.38,0
29.42,79.09,2020,3,28,17.7,24.42,12.58,10.05,2.34,4.68,0.75,262.88,63.25,8.67,89.44,0
29.42,79.09,2021,3,5,17.7,26.44,10.37,-3.2,4.49,7.4,1.97,298.88,26.38,3.36,89.09,0
29.76,78.68,2020,3,24,17.71,23.0,13.7,9.37,2.12,4.49,0.19,176.88,59.44,8.48,87.44,0
29.42,79.09,2020,3,30,17.76,24.88,10.9,7.23,2.7,4.94,1.23,194.19,53.31,7.2,89.25,0
29.42,79.09,2019,3,26,17.76,25.74,11.19,7.66,2.67,4.54,1.66,203.19,55.38,7.32,89.29,0
29.76,78.68,2020,4,27,17.82,22.42,14.12,12.46,2.56,4.66,0.33,109.94,72.25,10.38,87.63,0
29.42,79.09,2019,3,21,17.83,25.68,10.85,5.3,2.8,3.98,1.59,201.94,47.25,6.29,89.38,0
29.51,78.9,2020,2,13,17.85,28.33,10.58,8.26,3.66,7.05,1.95,240.06,56.88,7.2,95.47,1
29.42,79.09,2021,3,4,17.89,26.6,11.96,-3.63,3.62,6.84,1.62,212.56,25.56,3.3,89.29,0
29.37,79.02,2019,3,8,17.9,26.61,11.97,4.24,3.41,6.7,2.17,202.81,43.88,5.43,95.46,0
29.37,79.02,2020,3,10,17.9,25.53,11.57,6.25,2.22,3.19,0.39,106.75,49.38,6.29,95.29,0
29.42,79.09,2019,3,20,17.9,26.1,9.9,5.37,2.66,4.41,0.64,135.81,47.31,6.29,89.24,0
29.4,78.92,2021,2,10,17.96,25.7,12.19,2.23,2.72,4.33,1.09,163.38,37.31,4.7,95.41,1
29.37,79.02,2020,3,16,18.02,26.03,11.72,8.28,2.59,3.62,1.48,197.0,56.44,7.14,95.66,0
29.76,78.68,2020,4,21,18.02,22.12,13.7,9.88,2.34,3.88,1.34,207.38,60.31,8.73,87.31,0
29.76,78.68,2020,4,5,18.05,24.59,12.41,6.33,2.52,4.52,0.77,187.25,48.19,6.84,87.56,0
29.76,78.68,2021,3,9,18.06,26.51,10.59,2.13,2.62,4.31,0.91,159.0,38.62,5.13,87.6,0
29.37,79.02,2021,2,19,18.12,25.98,12.45,1.86,2.84,4.93,1.3,173.75,36.12,4.58,95.93,1
29.37,79.02,2021,2,12,18.12,25.42,13.37,3.76,2.22,3.51,1.04,167.75,39.94,5.25,95.49,1
29.55,79.1,2021,2,24,18.12,27.5,11.67,-0.77,3.57,7.08,1.75,214.88,30.94,4.09,89.23,1
29.42,79.09,2021,2,27,18.12,26.11,12.12,6.13,3.52,6.45,2.46,226.38,48.06,6.65,88.95,0
29.37,79.02,2021,2,20,18.15,26.46,12.37,3.85,2.79,4.66,1.31,191.12,40.75,5.25,95.85,0
29.37,79.02,2020,2,24,18.16,24.4,11.94,8.88,1.48,3.14,0.38,116.62,56.5,7.45,95.54,0
29.37,79.02,2019,3,13,18.18,23.01,14.94,6.75,2.43,3.52,1.47,271.0,48.69,6.47,95.66,0
29.37,79.02,2020,3,13,18.2,22.74,13.76,14.15,3.62,7.54,0.77,129.25,78.25,10.62,95.51,0
29.76,78.68,2021,3,14,18.2,25.9,13.38,1.05,2.55,5.84,0.17,191.44,34.0,4.76,87.51,0
29.42,79.09,2021,2,23,18.22,26.72,12.88,1.21,3.0,6.5,0.98,197.62,34.81,4.7,89.35,0
29.37,79.02,2021,2,15,18.23,26.65,13.01,2.58,2.84,4.42,1.16,191.56,37.75,4.82,95.36,1
29.51,78.73,2021,2,16,18.23,26.9,11.94,1.01,2.84,3.7,1.89,172.56,34.44,4.33,95.34,1
29.37,79.02,2021,2,17,18.23,26.5,12.94,0.77,2.45,3.23,0.82,152.5,32.94,4.27,95.49,0
29.37,79.02,2021,2,16,18.23,26.9,11.94,1.01,2.84,3.7,1.89,172.56,34.44,4.33,95.34,0
29.37,79.02,2021,1,4,18.23,25.55,13.69,8.68,2.45,4.32,1.32,116.06,55.88,7.39,95.65,0
29.42,79.09,2021,2,25,18.23,27.89,10.69,-0.16,4.03,7.63,1.98,209.0,32.31,4.27,89.07,0
29.53,79.05,2021,2,15,18.23,26.65,13.01,2.58,2.84,4.42,1.16,191.56,37.75,4.82,95.36,0
29.76,78.68,2019,3,27,18.23,26.2,9.8,4.8,2.58,4.85,0.21,160.31,43.75,6.23,87.61,0
29.42,79.09,2019,4,17,18.24,22.71,15.09,11.87,2.58,5.79,0.27,121.94,68.25,9.77,89.38,0
29.76,78.68,2021,2,26,18.27,26.01,13.01,1.08,3.16,7.24,0.8,169.75,34.19,4.82,87.08,0
29.76,78.68,2021,3,15,18.29,26.37,12.13,0.73,2.81,6.02,0.91,187.0,33.0,4.64,87.43,0
29.42,79.09,2020,4,2,18.33,26.04,12.14,7.53,3.07,5.68,1.02,212.25,52.75,7.32,89.11,0
29.76,78.68,2021,3,10,18.42,26.31,12.15,2.94,2.52,5.14,0.87,167.5,38.25,5.49,87.56,0
29.37,79.02,2021,2,21,18.44,26.57,13.48,4.44,2.69,4.58,1.37,181.62,41.5,5.49,95.69,1
29.37,79.02,2019,3,9,18.45,26.9,12.0,5.28,4.15,6.78,2.66,215.25,45.19,5.86,95.37,0
29.37,79.02,2021,2,13,18.47,26.08,13.65,3.35,2.16,3.32,0.66,170.0,38.62,5.13,95.5,0
29.76,78.68,2021,3,11,18.49,26.56,10.6,3.03,2.51,4.31,0.23,139.31,39.12,5.43,87.65,0
29.42,79.09,2020,3,25,18.51,25.54,12.91,10.04,3.42,5.98,1.89,306.88,60.12,8.67,89.24,0
29.76,78.68,2019,4,19,18.52,25.11,11.55,8.85,2.29,3.72,0.73,202.19,56.56,8.18,87.25,0
29.37,79.02,2020,3,5,18.53,24.86,14.32,10.06,3.18,5.7,1.11,97.81,60.06,8.18,95.26,0
29.76,78.68,2021,4,22,18.57,23.6,13.76,8.71,2.2,3.82,0.48,137.44,55.75,8.12,87.43,0
29.76,78.68,2020,4,6,18.58,25.28,12.76,6.58,3.57,6.38,1.38,194.5,47.88,7.02,87.45,0
29.37,79.02,2020,2,20,18.6,26.65,12.44,4.53,3.72,5.02,2.76,108.31,42.0,5.55,95.6,0
29.37,79.02,2020,3,2,18.61,26.01,13.17,8.26,2.66,3.73,1.02,189.0,53.62,7.14,95.43,1
29.42,79.09,2021,3,6,18.62,27.4,11.91,-2.74,2.78,5.5,1.02,223.38,25.62,3.48,89.11,0
29.37,79.02,2019,3,10,18.63,26.54,12.26,3.72,2.21,3.76,0.63,141.62,39.94,5.25,95.44,0
29.42,79.09,2019,4,18,18.64,24.11,13.3,10.62,2.0,4.08,0.23,121.88,63.12,9.03,89.32,0
29.76,78.68,2021,3,16,18.65,26.57,13.08,1.84,3.19,7.34,0.85,186.81,34.62,5.0,87.43,0
29.42,79.09,2021,2,26,18.66,27.82,12.16,1.63,3.82,7.46,1.7,281.69,35.62,4.88,88.89,1
29.42,79.09,2021,3,3,18.66,27.76,12.52,-2.58,3.01,7.16,0.41,198.38,25.75,3.54,89.2,1
29.37,79.02,2020,3,1,18.66,25.76,12.61,10.18,2.55,4.39,1.23,176.38,61.25,8.18,95.47,0
29.37,79.02,2020,3,3,18.66,26.26,12.94,7.54,2.75,3.69,1.91,181.5,51.0,6.84,95.29,0
29.55,79.1,2021,2,26,18.66,27.82,12.16,1.63,3.82,7.46,1.7,281.69,35.62,4.88,88.89,0
29.42,79.09,2020,4,4,18.69,26.44,12.53,5.13,2.73,4.64,1.3,162.56,43.75,6.23,89.27,0
29.76,78.68,2021,4,3,18.73,27.51,11.25,-12.47,3.55,7.5,1.12,226.56,11.44,1.59,87.16,0
29.76,78.68,2020,3,31,18.73,26.05,13.46,7.52,2.38,5.42,0.62,164.69,51.31,7.63,87.41,0
29.37,79.02,2020,3,17,18.76,26.87,12.06,9.55,2.84,4.19,1.98,234.38,58.75,7.81,95.68,0
29.42,79.09,2020,4,27,18.76,23.75,14.48,13.49,2.34,3.77,0.45,113.44,72.62,10.86,89.47,0
29.76,78.68,2021,3,13,18.78,27.31,12.51,3.58,2.54,5.87,0.66,163.5,38.94,5.62,87.74,0
29.42,79.09,2021,3,8,18.79,25.93,13.33,2.94,2.46,3.59,1.46,85.06,37.75,5.31,89.43,0
29.42,79.09,2020,3,24,18.84,24.81,14.41,9.82,2.47,4.77,0.83,178.44,57.62,8.61,89.26,0
29.76,78.68,2021,3,24,18.84,26.44,13.32,2.13,2.84,6.62,0.43,218.31,35.06,5.13,87.6,0
29.76,78.68,2020,4,20,18.84,23.17,14.75,8.73,2.2,3.84,0.46,144.88,53.62,8.18,87.33,0
29.37,79.02,2021,3,2,18.86,28.79,10.96,-0.17,3.35,6.69,1.22,239.0,30.62,3.97,95.34,0
29.76,78.68,2021,4,2,18.86,27.05,13.53,-11.42,3.49,7.98,0.34,253.31,12.12,1.71,86.91,0
29.42,79.09,2020,3,27,18.87,25.65,14.48,9.65,2.16,3.47,0.66,130.5,57.38,8.42,89.48,0
29.48,79.1,2021,3,25,18.9,27.27,12.42,-1.04,3.8,7.52,1.62,275.56,28.56,3.97,89.22,1
29.42,79.09,2021,3,7,18.9,27.16,12.15,-0.01,2.31,3.02,0.62,123.0,30.12,4.33,89.29,0
29.76,78.68,2021,4,1,18.94,28.18,12.0,-10.97,5.69,11.36,1.54,289.69,13.38,1.83,86.52,0
29.42,79.09,2020,4,5,18.98,27.01,11.87,6.66,2.83,4.78,1.38,181.94,47.5,6.9,89.37,0
29.76,78.68,2019,3,28,18.99,24.69,14.48,7.22,2.25,4.38,0.81,172.38,47.88,7.32,87.54,0
29.76,78.68,2021,5,20,19.03,21.5,15.78,15.69,1.84,2.75,0.38,164.69,81.38,12.94,86.77,0
29.76,78.68,2020,4,9,19.04,25.87,11.83,7.12,2.42,4.34,0.81,147.25,48.19,7.26,87.32,0
29.59,78.64,2021,2,18,19.05,27.27,13.27,1.05,2.17,3.72,0.17,151.81,31.81,4.33,95.76,1
29.77,78.71,2020,5,7,19.05,24.38,13.9,10.56,2.52,4.58,1.0,207.75,59.19,9.16,87.22,1
29.76,78.68,2020,4,8,19.05,25.87,13.09,7.12,2.8,5.22,0.73,167.5,48.19,7.26,87.34,0
29.37,79.02,2019,3,15,19.11,27.64,12.61,6.79,3.02,4.04,1.14,188.25,49.62,6.47,95.73,0
29.42,79.09,2019,3,24,19.13,27.72,12.65,4.65,3.69,6.79,2.06,255.69,41.56,6.1,89.25,0
29.76,78.68,2021,3,26,19.16,26.97,11.67,0.16,2.51,5.45,0.15,175.75,29.94,4.52,87.31,0
29.76,78.68,2021,3,18,19.21,27.59,12.6,0.5,3.08,6.62,1.45,178.25,31.0,4.58,87.43,0
29.42,79.09,2021,3,12,19.23,28.63,12.52,0.76,2.9,7.37,0.9,153.19,31.69,4.52,89.75,1
29.76,78.68,2020,4,28,19.23,25.01,12.79,11.94,2.2,3.35,0.33,174.88,65.12,10.01,87.52,0
29.42,79.09,2021,3,14,19.37,28.06,13.76,0.61,3.05,5.75,1.57,279.0,31.38,4.52,89.33,0
29.42,79.09,2019,3,27,19.37,28.01,10.68,5.27,2.55,4.26,1.05,149.44,42.56,6.23,89.4,0
29.76,78.68,2020,4,7,19.37,26.06,13.76,5.89,3.3,7.16,1.19,193.25,43.44,6.71,87.26,0
29.76,78.68,2021,3,17,19.42,27.08,14.33,1.12,3.37,7.3,0.44,207.12,31.56,4.76,87.35,0
29.42,79.09,2020,4,21,19.43,22.42,15.58,11.95,1.96,3.22,1.08,203.5,62.81,9.89,89.15,0
29.76,78.68,2021,4,24,19.43,27.08,11.73,5.44,2.27,3.53,0.38,177.62,44.06,6.47,87.25,0
29.42,79.09,2020,4,1,19.44,26.64,12.9,8.48,3.26,4.48,2.24,213.81,52.12,7.81,89.23,0
29.37,79.02,2020,2,29,19.51,26.94,14.53,11.52,2.37,4.07,0.67,94.56,62.56,8.97,95.46,0
29.42,79.09,2021,3,15,19.53,28.37,12.18,0.19,3.43,6.48,1.81,206.81,29.5,4.33,89.25,0
29.76,78.68,2021,3,23,19.57,26.47,15.04,3.87,2.22,3.72,1.27,169.25,37.62,5.8,87.67,0
29.76,78.68,2021,3,20,19.58,27.38,12.9,1.42,2.82,6.45,0.38,175.25,31.31,4.88,87.16,0
29.76,78.68,2019,4,2,19.59,27.69,11.72,3.61,2.95,5.29,1.05,187.19,37.44,5.74,87.36,0
29.42,79.09,2021,5,20,19.6,21.97,16.78,17.5,2.37,3.88,0.1,153.88,88.0,14.28,88.52,0
29.42,79.09,2020,4,6,19.65,27.3,13.05,7.06,4.05,6.69,2.2,238.94,47.12,7.08,89.25,0
29.76,78.68,2021,3,19,19.65,27.39,15.12,0.61,2.44,6.29,0.2,196.19,29.38,4.58,87.4,0
29.76,78.68,2019,4,1,19.67,27.58,12.82,3.28,2.91,5.29,0.73,162.38,36.38,5.55,87.2,0
29.76,78.68,2020,4,22,19.67,24.9,14.12,8.67,1.73,3.05,0.77,218.88,50.44,8.12,87.19,0
29.76,78.68,2020,4,10,19.68,24.76,15.18,8.4,2.16,3.24,0.88,197.06,49.38,7.93,87.5,0
